model,protein
X-2846,7118
X-2846,5387
X-2846,14800
X-2846,552
X-2846,15200
X-2846,10759
X-2846,8866
X-2846,1021
X-2846,2582
X-2846,8613
X-2846,15378
X-2846,596
X-2846,577
X-2846,682
X-2846,3308
X-2846,11191
X-2846,1667
X-2846,5290
X-2846,848
X-2846,1587
X-2846,1348
X-2846,10125
X-2846,5150
X-2846,15080
X-2846,12062
X-2846,8241
X-2846,15241
X-2846,12933
X-2846,11741
X-2846,8103
X-2846,9587
X-2846,5074
X-2846,12704
X-2846,13973
X-2846,11026
X-2846,14002
X-2846,5802
X-2846,7899
X-2846,8298
X-2846,10210
X-2846,15272
X-2846,12021
X-2846,996
X-2846,7117
X-2846,16993
X-2846,13026
X-2846,11362
X-2846,12008
X-2846,9165
X-2846,15853
X-2846,4302
X-2846,7236
X-2846,1675
X-2846,4887
X-2846,521
X-2846,6764
X-2846,9676
X-2846,417
X-2846,449
X-2846,16170
X-2846,15792
X-2846,3647
X-2846,15816
X-2846,11212
X-2846,10188
X-2846,14979
X-2846,14732
X-2846,14773
X-2846,12277
X-2846,3419
X-2846,4467
X-2846,16441
X-2846,479
X-2846,16081
X-2846,6814
X-2846,5806
X-2846,5172
X-2846,2146
X-2846,15814
X-2846,13948
X-2846,3534
X-2846,14646
X-2846,4918
X-2846,10532
X-2846,14798
X-2846,4700
X-2846,1664
X-2846,14597
X-2846,2414
X-2846,4836
X-2846,2872
X-2846,9009
X-2846,13887
X-2846,10089
X-2846,4032
X-2846,8106
X-2846,14018
X-2846,14488
X-2846,10665
X-2846,10779
X-2846,9093
X-2846,5383
X-2846,12126
X-2846,12652
X-2846,5493
X-2846,16166
X-2846,15793
X-2846,625
X-2846,723
X-2846,8232
X-2846,16586
X-2846,13574
X-2846,12375
X-2846,16177
X-2846,16199
X-2846,15967
X-2846,14758
X-2846,8229
X-2846,15123
X-2846,13425
X-2846,14608
X-2846,12445
X-2846,2010
X-2846,14775
X-2846,16191
X-2846,3341
X-2846,14718
X-2846,5539
X-2846,9200
X-2846,5673
X-2846,17148
X-2846,9981
X-2846,14136
X-2846,7725
X-2846,10289
X-2846,2391
X-2846,15850
X-2846,8234
X-2846,6423
X-2846,16860
X-2846,3186
X-2846,13227
X-2846,15394
X-2846,13324
X-2846,16278
X-2846,6145
X-2846,1513
X-2846,13736
X-2846,16374
X-2846,7903
X-2846,15186
X-2846,8223
X-2846,4438
X-2846,14523
X-2846,15369
X-2846,8499
X-2846,9639
X-2846,3245
X-2846,16413
X-2846,12621
X-2846,3502
X-2846,8236
X-2846,10617
X-2846,16426
X-2846,11633
X-2846,7670
X-2846,12706
X-2846,4967
X-2846,8238
X-2846,11257
X-2846,9703
X-2846,3217
X-2846,9671
X-2846,10418
X-2846,16434
X-2846,16819
X-2846,10219
X-2846,8302
X-2846,14461
X-2846,7949
X-2846,4444
X-2846,4803
X-2846,15940
X-2846,4306
X-2846,6060
X-2846,3509
X-2846,7422
X-2846,9561
X-2846,11052
X-2846,14690
X-2846,14373
X-2846,967
X-2846,11669
X-2846,8724
X-2846,853
X-2846,16564
X-2846,12294
X-2846,7497
X-2846,7856
X-2846,10771
X-2846,5110
X-2846,8496
X-2846,8751
X-2846,5516
X-2846,9892
X-2846,10376
X-2846,10443
X-2846,12615
X-2861,15488
X-2861,16086
X-2861,16086
X-2861,1579
X-2861,13661
X-2861,2225
X-2861,12526
X-2861,4707
X-2861,8233
X-2861,3788
X-2861,15535
X-2861,3120
X-2861,5285
X-2861,13600
X-2861,4304
X-2861,829
X-2861,10350
X-2861,7496
X-2861,15739
X-2861,9492
X-2861,12945
X-2861,2280
X-2861,8521
X-2861,294
X-2861,1233
X-2861,12413
X-2861,4841
X-2861,5219
X-2861,4121
X-2861,4014
X-2861,6960
X-2861,7420
X-2861,15960
X-2861,13698
X-2861,7273
X-2861,11662
X-2861,14086
X-2861,739
X-2861,2242
X-2861,8555
X-2861,8555
X-2861,6308
X-2861,1370
X-2861,1333
X-2861,16207
X-2861,13917
X-2861,2137
X-2861,4647
X-2861,12804
X-2861,5496
X-2861,15810
X-2861,11921
X-2861,13063
X-2861,12512
X-2861,63
X-2861,16327
X-2861,216
X-2861,8959
X-2861,15292
X-2861,12544
X-2861,13168
X-2861,14355
X-2861,8938
X-2861,10967
X-2861,16068
X-2861,6086
X-2861,1935
X-2861,864
X-2861,1338
X-2861,15163
X-2861,9938
X-2861,14694
X-2861,15042
X-2861,6335
X-2861,7163
X-2861,7922
X-2861,4076
X-2861,5107
X-2861,9
X-2861,1475
X-2861,15817
X-2861,15498
X-2861,12648
X-2861,2194
X-2861,1318
X-2861,12193
X-2861,14639
X-2861,570
X-2861,9636
X-2861,703
X-2861,7666
X-2861,12164
X-2861,7118
X-2861,5387
X-2861,14800
X-2861,552
X-2861,13555
X-2861,15330
X-2861,15229
X-2861,1021
X-2861,2582
X-2861,15958
X-2861,4101
X-2861,9340
X-2861,4326
X-2861,15378
X-2861,16800
X-2861,8516
X-2861,3308
X-2861,11191
X-2861,16452
X-2861,848
X-2861,1587
X-2861,10313
X-2861,10125
X-2861,15080
X-2861,14980
X-2861,48
X-2861,14298
X-2861,12933
X-2861,14973
X-2861,4394
X-2861,9286
X-2861,11673
X-2861,9587
X-2861,2164
X-2861,5074
X-2861,14002
X-2861,6445
X-2861,9810
X-2861,11687
X-2861,15508
X-2861,7899
X-2861,8298
X-2861,8708
X-2861,15915
X-2861,14026
X-2861,11034
X-2861,571
X-2861,7414
X-2861,10210
X-2861,4688
X-2861,15272
X-2861,4489
X-2861,1405
X-2861,12021
X-2861,996
X-2861,13626
X-2861,16993
X-2861,991
X-2861,13449
X-2861,6448
X-2861,11235
X-2861,12008
X-2861,9165
X-2861,150
X-2861,15853
X-2861,15737
X-2861,12633
X-2861,1675
X-2861,2420
X-2861,4887
X-2861,9597
X-2861,16708
X-2861,6764
X-2861,7627
X-2861,12653
X-2861,9676
X-2861,818
X-2861,240
X-2861,847
X-2861,17103
X-2861,352
X-2861,449
X-2861,16170
X-2861,15792
X-2861,15816
X-2861,16445
X-2861,11212
X-2861,14202
X-2861,3452
X-2861,10465
X-2861,12277
X-2861,4467
X-2861,16441
X-2861,6814
X-2861,5806
X-2861,5172
X-2861,8838
X-2861,11430
X-2861,4740
X-2861,2146
X-2861,15814
X-2861,13948
X-2861,10553
X-2861,16688
X-2861,15607
X-2861,8501
X-2861,6256
X-2861,3457
X-2861,11044
X-2861,14798
X-2861,4700
X-2861,7892
X-2861,2414
X-2861,4836
X-2861,4599
X-2861,2872
X-2861,4891
X-2861,14445
X-2861,13887
X-2861,10089
X-2861,2314
X-2861,16887
X-2861,8106
X-2861,16643
X-2861,12865
X-2861,15774
X-2861,14018
X-2861,3820
X-2861,14488
X-2861,10665
X-2861,10779
X-2861,9093
X-2861,5383
X-2861,12126
X-2861,12652
X-2861,5493
X-2861,16166
X-2861,15793
X-2861,625
X-2861,723
X-2861,8232
X-2861,16586
X-2861,13574
X-2861,12375
X-2861,16177
X-2861,16199
X-2861,15967
X-2861,14758
X-2861,8229
X-2861,15123
X-2861,13425
X-2861,14608
X-2861,12445
X-2861,2010
X-2861,14775
X-2861,16191
X-2861,8230
X-2861,3341
X-2861,14718
X-2861,5539
X-2861,9200
X-2861,5673
X-2861,17148
X-2861,9981
X-2861,14136
X-2861,7725
X-2861,10289
X-2861,2391
X-2861,15850
X-2861,8234
X-2861,6423
X-2861,16860
X-2861,3186
X-2861,13227
X-2861,15394
X-2861,13324
X-2861,16278
X-2861,6145
X-2861,1513
X-2861,13736
X-2861,16374
X-2861,7903
X-2861,15186
X-2861,8223
X-2861,4438
X-2861,14523
X-2861,15369
X-2861,8499
X-2861,9639
X-2861,3245
X-2861,16413
X-2861,12621
X-2861,3502
X-2861,8236
X-2861,10617
X-2861,16426
X-2861,11633
X-2861,7670
X-2861,12706
X-2861,4967
X-2861,8238
X-2861,9703
X-2861,3217
X-2861,9666
X-2861,9700
X-2861,9670
X-2861,9671
X-2861,4390
X-2861,15859
X-2861,9988
X-2861,2785
X-2861,13540
X-2861,11685
X-2861,10409
X-2861,3195
X-2861,7266
X-2861,2372
X-2861,809
X-2861,10219
X-2861,14603
X-2861,1618
X-2861,14461
X-2861,3161
X-2861,4803
X-2861,12079
X-2861,12190
X-2861,865
X-2861,3509
X-2861,746
X-2861,9561
X-2861,4067
X-2861,15228
X-2861,13660
X-2861,14360
X-2861,13584
X-2861,2321
X-2861,967
X-2861,11669
X-2861,853
X-2861,9635
X-2861,8160
X-2861,16564
X-2861,12294
X-2861,12654
X-2861,13537
X-2861,7497
X-2861,11624
X-2861,7856
X-2861,6426
X-2861,10771
X-2861,16141
X-2861,5110
X-2861,237
X-2861,3066
X-2861,5516
X-2861,9892
X-2861,2847
X-2861,15108
X-2861,8821
X-2861,10376
X-2861,2686
X-2861,12615
X-2863,16086
X-2863,16086
X-2863,14799
X-2863,11458
X-2863,3828
X-2863,12526
X-2863,8233
X-2863,12407
X-2863,4416
X-2863,4140
X-2863,2548
X-2863,6080
X-2863,3788
X-2863,5646
X-2863,15535
X-2863,0
X-2863,3120
X-2863,5285
X-2863,13600
X-2863,4304
X-2863,829
X-2863,7496
X-2863,9757
X-2863,15739
X-2863,9492
X-2863,12945
X-2863,2280
X-2863,1233
X-2863,12413
X-2863,4121
X-2863,4014
X-2863,6960
X-2863,14666
X-2863,15960
X-2863,9652
X-2863,6448
X-2863,7273
X-2863,15667
X-2863,1305
X-2863,12763
X-2863,11331
X-2863,8555
X-2863,6308
X-2863,15469
X-2863,1370
X-2863,1333
X-2863,7679
X-2863,658
X-2863,7477
X-2863,12804
X-2863,15810
X-2863,37
X-2863,2560
X-2863,11921
X-2863,15292
X-2863,12544
X-2863,14355
X-2863,10967
X-2863,5934
X-2863,8957
X-2863,2362
X-2863,16068
X-2863,864
X-2863,15042
X-2863,6335
X-2863,15327
X-2863,12914
X-2863,4076
X-2863,5107
X-2863,1049
X-2863,422
X-2863,11078
X-2863,774
X-2863,2203
X-2863,6361
X-2863,5341
X-2863,13982
X-2863,2194
X-2863,1318
X-2863,12193
X-2863,8581
X-2863,7666
X-2863,12164
X-2863,14367
X-2863,7118
X-2863,5387
X-2863,14800
X-2863,8996
X-2863,15200
X-2863,15330
X-2863,2905
X-2863,15229
X-2863,1021
X-2863,15439
X-2863,8613
X-2863,9340
X-2863,15378
X-2863,682
X-2863,13052
X-2863,9898
X-2863,11900
X-2863,3308
X-2863,11191
X-2863,1667
X-2863,4096
X-2863,7778
X-2863,848
X-2863,6066
X-2863,10125
X-2863,16876
X-2863,5150
X-2863,15080
X-2863,14980
X-2863,8241
X-2863,84
X-2863,15241
X-2863,4394
X-2863,9286
X-2863,9587
X-2863,5074
X-2863,12704
X-2863,13973
X-2863,11026
X-2863,11087
X-2863,12893
X-2863,14002
X-2863,7899
X-2863,8298
X-2863,8708
X-2863,11034
X-2863,7414
X-2863,10210
X-2863,4688
X-2863,15272
X-2863,1405
X-2863,2769
X-2863,13026
X-2863,11731
X-2863,4301
X-2863,15276
X-2863,30
X-2863,11362
X-2863,1955
X-2863,12008
X-2863,9165
X-2863,15853
X-2863,9934
X-2863,640
X-2863,168
X-2863,15737
X-2863,12633
X-2863,320
X-2863,1675
X-2863,2420
X-2863,8863
X-2863,13408
X-2863,16708
X-2863,17127
X-2863,521
X-2863,5337
X-2863,6764
X-2863,11964
X-2863,7627
X-2863,9676
X-2863,2056
X-2863,8930
X-2863,17092
X-2863,352
X-2863,449
X-2863,16170
X-2863,15792
X-2863,3647
X-2863,15816
X-2863,16545
X-2863,16445
X-2863,11212
X-2863,14202
X-2863,12349
X-2863,14773
X-2863,12277
X-2863,3419
X-2863,4467
X-2863,16441
X-2863,6814
X-2863,5806
X-2863,14753
X-2863,5172
X-2863,8838
X-2863,3838
X-2863,13265
X-2863,4215
X-2863,15814
X-2863,11736
X-2863,13948
X-2863,1129
X-2863,10553
X-2863,6256
X-2863,3705
X-2863,11044
X-2863,14345
X-2863,650
X-2863,14798
X-2863,4700
X-2863,5555
X-2863,2414
X-2863,2872
X-2863,4891
X-2863,9763
X-2863,16235
X-2863,13887
X-2863,10089
X-2863,4032
X-2863,16887
X-2863,8106
X-2863,16643
X-2863,6855
X-2863,415
X-2863,12865
X-2863,15774
X-2863,14714
X-2863,7715
X-2863,8481
X-2863,7756
X-2863,14018
X-2863,3820
X-2863,14488
X-2863,10665
X-2863,10779
X-2863,9093
X-2863,5383
X-2863,12126
X-2863,12652
X-2863,5493
X-2863,16166
X-2863,15793
X-2863,625
X-2863,723
X-2863,8232
X-2863,16586
X-2863,13574
X-2863,12375
X-2863,16177
X-2863,16199
X-2863,15967
X-2863,14758
X-2863,8229
X-2863,15123
X-2863,13425
X-2863,14608
X-2863,12445
X-2863,2010
X-2863,14775
X-2863,16191
X-2863,3341
X-2863,14718
X-2863,5539
X-2863,5673
X-2863,9981
X-2863,14136
X-2863,7725
X-2863,10289
X-2863,2391
X-2863,15850
X-2863,8234
X-2863,6423
X-2863,5557
X-2863,1068
X-2863,16860
X-2863,3186
X-2863,13227
X-2863,15394
X-2863,13324
X-2863,16278
X-2863,6145
X-2863,1513
X-2863,13736
X-2863,16374
X-2863,7903
X-2863,15186
X-2863,8223
X-2863,14523
X-2863,15369
X-2863,8499
X-2863,3245
X-2863,12621
X-2863,3502
X-2863,8236
X-2863,10617
X-2863,16426
X-2863,11633
X-2863,7670
X-2863,12706
X-2863,4967
X-2863,8238
X-2863,9703
X-2863,3217
X-2863,9700
X-2863,9671
X-2863,10418
X-2863,1209
X-2863,13540
X-2863,16719
X-2863,13655
X-2863,16819
X-2863,16178
X-2863,809
X-2863,14603
X-2863,9650
X-2863,11267
X-2863,2202
X-2863,3985
X-2863,8302
X-2863,14461
X-2863,3161
X-2863,15776
X-2863,916
X-2863,4803
X-2863,17010
X-2863,13632
X-2863,12079
X-2863,12190
X-2863,4306
X-2863,3908
X-2863,9020
X-2863,746
X-2863,9561
X-2863,646
X-2863,3754
X-2863,2419
X-2863,13660
X-2863,13584
X-2863,7038
X-2863,967
X-2863,11669
X-2863,6746
X-2863,6092
X-2863,8724
X-2863,853
X-2863,8701
X-2863,9635
X-2863,8160
X-2863,16564
X-2863,10288
X-2863,222
X-2863,15475
X-2863,12654
X-2863,7497
X-2863,11624
X-2863,15921
X-2863,16141
X-2863,5110
X-2863,8047
X-2863,13510
X-2863,4234
X-2863,2847
X-2863,15765
X-2863,12501
X-2863,2354
X-2863,10376
X-2863,2686
X-2863,5244
X-2863,12615
X-2863,6574
X-2880,16086
X-2880,4022
X-2880,16086
X-2880,15931
X-2880,12526
X-2880,8216
X-2880,8233
X-2880,4140
X-2880,7496
X-2880,2280
X-2880,1233
X-2880,12413
X-2880,5219
X-2880,4121
X-2880,4014
X-2880,5569
X-2880,11662
X-2880,15667
X-2880,14086
X-2880,739
X-2880,10941
X-2880,8555
X-2880,6308
X-2880,1333
X-2880,13917
X-2880,4647
X-2880,4305
X-2880,1904
X-2880,15810
X-2880,7637
X-2880,1890
X-2880,15292
X-2880,12544
X-2880,13168
X-2880,10967
X-2880,756
X-2880,4495
X-2880,11652
X-2880,5091
X-2880,9175
X-2880,4750
X-2880,2116
X-2880,16068
X-2880,1935
X-2880,864
X-2880,1338
X-2880,14694
X-2880,15042
X-2880,6335
X-2880,16629
X-2880,4113
X-2880,81
X-2880,12725
X-2880,12648
X-2880,10677
X-2880,12193
X-2880,703
X-2880,7666
X-2880,12164
X-2880,7118
X-2880,5387
X-2880,14800
X-2880,1607
X-2880,354
X-2880,552
X-2880,15200
X-2880,1400
X-2880,17159
X-2880,6722
X-2880,7802
X-2880,15330
X-2880,15229
X-2880,1021
X-2880,14015
X-2880,15378
X-2880,596
X-2880,9898
X-2880,8308
X-2880,11900
X-2880,4297
X-2880,3308
X-2880,11191
X-2880,1667
X-2880,5290
X-2880,848
X-2880,10125
X-2880,16876
X-2880,15080
X-2880,14980
X-2880,12933
X-2880,6953
X-2880,4394
X-2880,9286
X-2880,9587
X-2880,5074
X-2880,14002
X-2880,11687
X-2880,7899
X-2880,8298
X-2880,8708
X-2880,15915
X-2880,8526
X-2880,11034
X-2880,571
X-2880,6640
X-2880,7414
X-2880,10210
X-2880,4688
X-2880,15272
X-2880,1405
X-2880,12021
X-2880,996
X-2880,13680
X-2880,991
X-2880,11731
X-2880,9143
X-2880,12784
X-2880,6448
X-2880,4302
X-2880,15737
X-2880,12633
X-2880,320
X-2880,5717
X-2880,2977
X-2880,10853
X-2880,16588
X-2880,10595
X-2880,521
X-2880,6764
X-2880,13270
X-2880,686
X-2880,12563
X-2880,9676
X-2880,13791
X-2880,6128
X-2880,847
X-2880,10614
X-2880,5336
X-2880,449
X-2880,16170
X-2880,15792
X-2880,6629
X-2880,3647
X-2880,15816
X-2880,16545
X-2880,11212
X-2880,10188
X-2880,14773
X-2880,4638
X-2880,3452
X-2880,10465
X-2880,3337
X-2880,9590
X-2880,10401
X-2880,7517
X-2880,12277
X-2880,95
X-2880,3419
X-2880,4467
X-2880,16441
X-2880,6941
X-2880,16081
X-2880,6814
X-2880,5806
X-2880,14753
X-2880,5172
X-2880,8838
X-2880,676
X-2880,16236
X-2880,8432
X-2880,15814
X-2880,13948
X-2880,10553
X-2880,6256
X-2880,13466
X-2880,14798
X-2880,4700
X-2880,5555
X-2880,15751
X-2880,2414
X-2880,2872
X-2880,13887
X-2880,2314
X-2880,4032
X-2880,2007
X-2880,16887
X-2880,8106
X-2880,16643
X-2880,15774
X-2880,14077
X-2880,14018
X-2880,10694
X-2880,14488
X-2880,10665
X-2880,10779
X-2880,9093
X-2880,5383
X-2880,12126
X-2880,12652
X-2880,5493
X-2880,16166
X-2880,15793
X-2880,625
X-2880,723
X-2880,8232
X-2880,8240
X-2880,16586
X-2880,13574
X-2880,12375
X-2880,16177
X-2880,16199
X-2880,15967
X-2880,14758
X-2880,8229
X-2880,15123
X-2880,13425
X-2880,14608
X-2880,12445
X-2880,2010
X-2880,14775
X-2880,16191
X-2880,3341
X-2880,14718
X-2880,5539
X-2880,9200
X-2880,5673
X-2880,17148
X-2880,9981
X-2880,14136
X-2880,7725
X-2880,10289
X-2880,2391
X-2880,15850
X-2880,8234
X-2880,6423
X-2880,1068
X-2880,16860
X-2880,3186
X-2880,13227
X-2880,15394
X-2880,13324
X-2880,16278
X-2880,6145
X-2880,1513
X-2880,13736
X-2880,16374
X-2880,7903
X-2880,15186
X-2880,8223
X-2880,4438
X-2880,14523
X-2880,15369
X-2880,8499
X-2880,9639
X-2880,3245
X-2880,16413
X-2880,12621
X-2880,3502
X-2880,8236
X-2880,10617
X-2880,16426
X-2880,11633
X-2880,7670
X-2880,12706
X-2880,4967
X-2880,8238
X-2880,9703
X-2880,3217
X-2880,9671
X-2880,698
X-2880,13540
X-2880,14888
X-2880,10409
X-2880,16819
X-2880,7266
X-2880,809
X-2880,10219
X-2880,12350
X-2880,13301
X-2880,14461
X-2880,15915
X-2880,3250
X-2880,3161
X-2880,916
X-2880,12190
X-2880,4306
X-2880,14382
X-2880,14242
X-2880,9561
X-2880,5247
X-2880,2340
X-2880,967
X-2880,11669
X-2880,9036
X-2880,853
X-2880,8701
X-2880,11325
X-2880,16564
X-2880,15475
X-2880,7497
X-2880,11624
X-2880,7856
X-2880,6150
X-2880,10771
X-2880,5964
X-2880,17102
X-2880,5110
X-2880,8496
X-2880,8751
X-2880,3768
X-2880,5516
X-2880,9892
X-2880,15160
X-2880,15765
X-2880,10376
X-2880,2686
X-2880,12615
X-2914,16086
X-2914,16086
X-2914,588
X-2914,12526
X-2914,8233
X-2914,402
X-2914,2548
X-2914,3788
X-2914,15535
X-2914,0
X-2914,5828
X-2914,7496
X-2914,13480
X-2914,15739
X-2914,9492
X-2914,12945
X-2914,2280
X-2914,8521
X-2914,1233
X-2914,12413
X-2914,5219
X-2914,4121
X-2914,15960
X-2914,6469
X-2914,7273
X-2914,1568
X-2914,11662
X-2914,15667
X-2914,854
X-2914,10941
X-2914,8555
X-2914,6308
X-2914,13917
X-2914,1073
X-2914,15810
X-2914,2560
X-2914,11921
X-2914,2214
X-2914,15292
X-2914,12544
X-2914,16255
X-2914,11291
X-2914,12518
X-2914,14355
X-2914,1181
X-2914,16068
X-2914,1935
X-2914,864
X-2914,1338
X-2914,15042
X-2914,6335
X-2914,7163
X-2914,12181
X-2914,12914
X-2914,2203
X-2914,12725
X-2914,12648
X-2914,12193
X-2914,703
X-2914,7666
X-2914,12164
X-2914,14367
X-2914,7118
X-2914,5387
X-2914,14800
X-2914,552
X-2914,1616
X-2914,15200
X-2914,17159
X-2914,6722
X-2914,13555
X-2914,2905
X-2914,15229
X-2914,1021
X-2914,2582
X-2914,8613
X-2914,15378
X-2914,3308
X-2914,11191
X-2914,1667
X-2914,3841
X-2914,5290
X-2914,848
X-2914,11592
X-2914,1348
X-2914,10125
X-2914,15080
X-2914,14298
X-2914,8241
X-2914,12933
X-2914,9273
X-2914,6953
X-2914,4394
X-2914,9587
X-2914,5074
X-2914,12704
X-2914,13969
X-2914,7899
X-2914,8298
X-2914,15915
X-2914,8526
X-2914,11034
X-2914,8028
X-2914,1441
X-2914,1439
X-2914,1991
X-2914,7414
X-2914,10210
X-2914,4688
X-2914,15272
X-2914,1405
X-2914,991
X-2914,11731
X-2914,11362
X-2914,6448
X-2914,12008
X-2914,9165
X-2914,6928
X-2914,15853
X-2914,168
X-2914,12633
X-2914,320
X-2914,2974
X-2914,10595
X-2914,4989
X-2914,13270
X-2914,9676
X-2914,16170
X-2914,15792
X-2914,3647
X-2914,15816
X-2914,16545
X-2914,11212
X-2914,14979
X-2914,14773
X-2914,10465
X-2914,10401
X-2914,12277
X-2914,513
X-2914,3419
X-2914,4467
X-2914,16441
X-2914,16081
X-2914,5806
X-2914,9975
X-2914,2516
X-2914,5172
X-2914,8838
X-2914,676
X-2914,2146
X-2914,15814
X-2914,13948
X-2914,1129
X-2914,15607
X-2914,6192
X-2914,6256
X-2914,14798
X-2914,4700
X-2914,15751
X-2914,2414
X-2914,4836
X-2914,2872
X-2914,16235
X-2914,13887
X-2914,16887
X-2914,8106
X-2914,16643
X-2914,15774
X-2914,10050
X-2914,8377
X-2914,14018
X-2914,14488
X-2914,10665
X-2914,10779
X-2914,9093
X-2914,5383
X-2914,12126
X-2914,12652
X-2914,5493
X-2914,16166
X-2914,15793
X-2914,625
X-2914,723
X-2914,8232
X-2914,8240
X-2914,16586
X-2914,13574
X-2914,12375
X-2914,16177
X-2914,16199
X-2914,15967
X-2914,14758
X-2914,8229
X-2914,15123
X-2914,13425
X-2914,14608
X-2914,12445
X-2914,2010
X-2914,14775
X-2914,16191
X-2914,8230
X-2914,3341
X-2914,14718
X-2914,5539
X-2914,9200
X-2914,5673
X-2914,17148
X-2914,9981
X-2914,14136
X-2914,7725
X-2914,10289
X-2914,2391
X-2914,15850
X-2914,8234
X-2914,6423
X-2914,16860
X-2914,3186
X-2914,13227
X-2914,15394
X-2914,13324
X-2914,16278
X-2914,6145
X-2914,1513
X-2914,13736
X-2914,16374
X-2914,7903
X-2914,15186
X-2914,8223
X-2914,4438
X-2914,14523
X-2914,15369
X-2914,8499
X-2914,9639
X-2914,3245
X-2914,12621
X-2914,3502
X-2914,8236
X-2914,10617
X-2914,16426
X-2914,11633
X-2914,7670
X-2914,12706
X-2914,4967
X-2914,8238
X-2914,3217
X-2914,9665
X-2914,9671
X-2914,15859
X-2914,7432
X-2914,16819
X-2914,809
X-2914,10219
X-2914,7924
X-2914,16427
X-2914,7949
X-2914,11876
X-2914,4803
X-2914,8579
X-2914,16110
X-2914,12190
X-2914,865
X-2914,4306
X-2914,14382
X-2914,14242
X-2914,9561
X-2914,14604
X-2914,13660
X-2914,13584
X-2914,967
X-2914,11669
X-2914,853
X-2914,16564
X-2914,1605
X-2914,7497
X-2914,11624
X-2914,7856
X-2914,5110
X-2914,8751
X-2914,5516
X-2914,15765
X-2914,10376
X-2914,2686
X-2914,11832
X-2914,12615
X-2921,16086
X-2921,16086
X-2921,12526
X-2921,8233
X-2921,4416
X-2921,4140
X-2921,16214
X-2921,1560
X-2921,15535
X-2921,3120
X-2921,13600
X-2921,7496
X-2921,15739
X-2921,12945
X-2921,2280
X-2921,1233
X-2921,12299
X-2921,12413
X-2921,4841
X-2921,5219
X-2921,4121
X-2921,4014
X-2921,6960
X-2921,15960
X-2921,7273
X-2921,11662
X-2921,15667
X-2921,14086
X-2921,739
X-2921,9634
X-2921,898
X-2921,8555
X-2921,6308
X-2921,13917
X-2921,4647
X-2921,4305
X-2921,15810
X-2921,2560
X-2921,15292
X-2921,12544
X-2921,10967
X-2921,1181
X-2921,2362
X-2921,16068
X-2921,6086
X-2921,1935
X-2921,864
X-2921,1338
X-2921,15163
X-2921,9938
X-2921,14694
X-2921,15042
X-2921,6335
X-2921,16868
X-2921,16629
X-2921,12914
X-2921,4076
X-2921,1369
X-2921,8096
X-2921,8195
X-2921,1049
X-2921,8169
X-2921,10767
X-2921,6047
X-2921,1475
X-2921,13982
X-2921,12909
X-2921,12648
X-2921,1318
X-2921,12193
X-2921,703
X-2921,7666
X-2921,12164
X-2921,14367
X-2921,7118
X-2921,5387
X-2921,14800
X-2921,354
X-2921,552
X-2921,1616
X-2921,15200
X-2921,10605
X-2921,1400
X-2921,17159
X-2921,15330
X-2921,15229
X-2921,1021
X-2921,15901
X-2921,5102
X-2921,15378
X-2921,682
X-2921,13052
X-2921,8308
X-2921,11900
X-2921,3308
X-2921,11191
X-2921,1667
X-2921,5290
X-2921,848
X-2921,1587
X-2921,10125
X-2921,15080
X-2921,10055
X-2921,11857
X-2921,14298
X-2921,8241
X-2921,12933
X-2921,6953
X-2921,4394
X-2921,9286
X-2921,9587
X-2921,5074
X-2921,12704
X-2921,14002
X-2921,11687
X-2921,7899
X-2921,8298
X-2921,8708
X-2921,15915
X-2921,5817
X-2921,11034
X-2921,571
X-2921,7414
X-2921,10210
X-2921,4688
X-2921,15272
X-2921,1405
X-2921,12021
X-2921,996
X-2921,2032
X-2921,13026
X-2921,11731
X-2921,4301
X-2921,9143
X-2921,11362
X-2921,12008
X-2921,9165
X-2921,15853
X-2921,4302
X-2921,14107
X-2921,15737
X-2921,12633
X-2921,320
X-2921,1675
X-2921,2420
X-2921,9597
X-2921,8927
X-2921,10595
X-2921,521
X-2921,2636
X-2921,6764
X-2921,13270
X-2921,8690
X-2921,9676
X-2921,11786
X-2921,7066
X-2921,6128
X-2921,16130
X-2921,8930
X-2921,1278
X-2921,16170
X-2921,15792
X-2921,15816
X-2921,16545
X-2921,11212
X-2921,10188
X-2921,14979
X-2921,16095
X-2921,14773
X-2921,3452
X-2921,10465
X-2921,1474
X-2921,10401
X-2921,3367
X-2921,7517
X-2921,12277
X-2921,513
X-2921,3419
X-2921,4467
X-2921,16441
X-2921,16081
X-2921,6814
X-2921,5806
X-2921,14753
X-2921,5172
X-2921,8838
X-2921,11430
X-2921,15814
X-2921,12516
X-2921,13948
X-2921,10553
X-2921,15607
X-2921,6256
X-2921,14125
X-2921,14798
X-2921,4700
X-2921,12300
X-2921,15751
X-2921,2414
X-2921,4836
X-2921,2872
X-2921,4891
X-2921,12230
X-2921,13887
X-2921,10089
X-2921,2314
X-2921,4032
X-2921,16887
X-2921,8106
X-2921,16643
X-2921,6855
X-2921,2812
X-2921,15774
X-2921,14077
X-2921,14018
X-2921,12865
X-2921,10694
X-2921,14488
X-2921,10665
X-2921,10779
X-2921,9093
X-2921,5383
X-2921,12126
X-2921,12652
X-2921,5493
X-2921,16166
X-2921,15793
X-2921,625
X-2921,723
X-2921,8232
X-2921,16586
X-2921,13574
X-2921,12375
X-2921,16177
X-2921,16199
X-2921,15967
X-2921,14758
X-2921,8229
X-2921,15123
